"Date","Price","Open","High","Low","Vol.","Change %"
"03/08/2026","1,937.11","1,969.92","1,979.33","1,918.23","391.19K","-1.64%"
"03/07/2026","1,969.32","1,979.32","1,996.03","1,950.26","184.45K","-0.46%"
"03/06/2026","1,978.48","2,073.26","2,092.80","1,956.63","411.57K","-4.55%"
"03/05/2026","2,072.86","2,126.62","2,161.62","2,055.21","432.23K","-2.65%"
"03/04/2026","2,129.38","1,982.06","2,198.19","1,945.32","737.56K","7.39%"
"03/03/2026","1,982.81","2,027.86","2,040.14","1,932.95","509.41K","-2.16%"
"03/02/2026","2,026.63","1,939.74","2,081.43","1,922.30","577.33K","4.50%"
"03/01/2026","1,939.35","1,964.51","2,051.99","1,907.81","529.19K","-1.30%"
"02/28/2026","1,964.89","1,929.20","1,980.46","1,837.09","461.81K","1.79%"
"02/27/2026","1,930.32","2,027.20","2,062.90","1,890.25","428.42K","-4.80%"
"02/26/2026","2,027.58","2,057.41","2,082.76","1,976.34","439.96K","-1.40%"
"02/25/2026","2,056.40","1,851.94","2,140.49","1,846.75","682.87K","11.06%"
"02/24/2026","1,851.66","1,857.51","1,869.40","1,802.68","438.05K","-0.27%"
"02/23/2026","1,856.74","1,958.18","1,958.33","1,838.72","547.33K","-5.16%"
"02/22/2026","1,957.82","1,973.35","1,983.04","1,935.56","155.32K","-0.83%"
"02/21/2026","1,974.19","1,968.87","1,995.30","1,956.20","179.19K","0.26%"
"02/20/2026","1,969.12","1,948.85","1,981.12","1,924.06","386.23K","1.04%"
"02/19/2026","1,948.81","1,956.10","1,986.59","1,907.79","300.27K","-0.39%"
"02/18/2026","1,956.41","1,991.83","2,037.11","1,924.61","393.63K","-1.75%"
"02/17/2026","1,991.29","1,998.46","2,014.69","1,942.80","406.27K","-0.38%"
"02/16/2026","1,998.85","1,965.39","2,022.45","1,938.00","351.36K","1.66%"
"02/15/2026","1,966.14","2,086.59","2,102.31","1,928.89","834.74K","-5.76%"
"02/14/2026","2,086.38","2,049.35","2,106.00","2,043.59","220.81K","1.81%"
"02/13/2026","2,049.35","1,947.47","2,070.26","1,924.95","425.52K","5.21%"
"02/12/2026","1,947.79","1,941.53","2,000.71","1,899.20","427.63K","0.29%"
"02/11/2026","1,942.14","2,021.40","2,031.58","1,903.71","529.81K","-3.86%"
"02/10/2026","2,020.04","2,105.55","2,122.95","1,993.47","574.12K","-4.02%"
"02/09/2026","2,104.66","2,089.26","2,145.88","2,010.68","625.41K","0.69%"
"02/08/2026","2,090.32","2,089.80","2,147.13","2,067.34","482.97K","-0.07%"
"02/07/2026","2,091.83","2,056.96","2,115.88","1,996.88","1.14M","1.39%"
"02/06/2026","2,063.19","1,830.04","2,092.02","1,755.53","2.10M","12.94%"
"02/05/2026","1,826.78","2,148.35","2,169.44","1,821.90","1.95M","-14.94%"
"02/04/2026","2,147.57","2,232.80","2,293.97","2,077.75","1.26M","-3.86%"
"02/03/2026","2,233.72","2,346.57","2,359.08","2,112.71","1.32M","-4.78%"
"02/02/2026","2,345.86","2,270.05","2,393.05","2,160.67","1.25M","3.35%"
"02/01/2026","2,269.72","2,452.21","2,474.91","2,226.69","1.03M","-7.33%"
"01/31/2026","2,449.29","2,706.25","2,714.64","2,256.60","1.11M","-9.53%"
"01/30/2026","2,707.34","2,823.50","2,828.43","2,643.68","793.26K","-4.08%"
"01/29/2026","2,822.59","3,010.78","3,012.80","2,756.83","561.27K","-6.25%"
"01/28/2026","3,010.78","3,028.55","3,044.23","2,987.06","296.61K","-0.53%"
"01/27/2026","3,026.78","2,929.92","3,035.00","2,901.98","478.80K","3.30%"
"01/26/2026","2,930.02","2,817.50","2,949.01","2,812.74","485.27K","3.99%"
"01/25/2026","2,817.66","2,952.69","2,959.98","2,787.84","380.16K","-4.59%"
"01/24/2026","2,953.23","2,956.32","2,970.31","2,946.43","92.08K","-0.11%"
"01/23/2026","2,956.41","2,952.96","3,016.64","2,898.25","318.42K","0.13%"
"01/22/2026","2,952.69","2,981.62","3,036.81","2,908.50","291.66K","-0.99%"
"01/21/2026","2,982.28","2,940.82","3,065.59","2,867.81","577.80K","1.45%"
"01/20/2026","2,939.74","3,189.56","3,199.48","2,933.30","518.15K","-7.83%"
"01/19/2026","3,189.55","3,284.03","3,284.03","3,166.74","442.67K","-2.86%"
"01/18/2026","3,283.38","3,309.73","3,367.96","3,279.78","173.31K","-0.82%"
"01/17/2026","3,310.56","3,296.28","3,329.43","3,283.96","124.33K","0.43%"
"01/16/2026","3,296.34","3,318.90","3,326.41","3,253.10","223.93K","-0.67%"
"01/15/2026","3,318.70","3,354.93","3,384.18","3,277.25","389.98K","-1.08%"
"01/14/2026","3,354.78","3,325.38","3,398.02","3,283.42","503.45K","0.87%"
"01/13/2026","3,325.82","3,094.71","3,354.05","3,092.05","457.77K","7.43%"
"01/12/2026","3,095.75","3,123.45","3,170.68","3,073.61","297.45K","-0.85%"
"01/11/2026","3,122.19","3,086.63","3,145.49","3,084.75","149.31K","1.15%"
"01/10/2026","3,086.73","3,088.40","3,104.00","3,078.76","82.34K","-0.05%"
"01/09/2026","3,088.40","3,106.66","3,143.00","3,060.76","274.59K","-0.58%"
"01/08/2026","3,106.39","3,168.72","3,181.92","3,057.86","343.62K","-1.97%"
"01/07/2026","3,168.68","3,296.83","3,296.83","3,126.75","321.36K","-3.88%"
"01/06/2026","3,296.53","3,224.99","3,307.06","3,185.43","412.50K","2.22%"
"01/05/2026","3,224.86","3,144.70","3,264.26","3,137.10","382.48K","2.55%"
"01/04/2026","3,144.57","3,127.11","3,162.34","3,120.38","181.51K","0.56%"
"01/03/2026","3,127.11","3,125.45","3,136.70","3,077.88","134.41K","0.06%"
"01/02/2026","3,125.11","3,004.19","3,147.91","2,993.88","369.90K","4.02%"
"01/01/2026","3,004.20","2,971.64","3,009.99","2,971.15","136.09K","1.10%"
"12/31/2025","2,971.64","2,973.69","3,023.58","2,962.39","233.73K","-0.10%"
"12/30/2025","2,974.61","2,937.91","3,004.54","2,919.72","286.57K","1.22%"
"12/29/2025","2,938.86","2,952.00","3,056.21","2,912.71","485.98K","-0.39%"
"12/28/2025","2,950.22","2,949.05","2,959.15","2,927.45","128.83K","0.05%"
"12/27/2025","2,948.65","2,928.00","2,958.95","2,917.85","95.01K","0.71%"
"12/26/2025","2,927.99","2,903.95","2,992.03","2,894.99","315.64K","0.81%"
"12/25/2025","2,904.33","2,947.47","2,970.67","2,891.52","188.67K","-1.46%"
"12/24/2025","2,947.47","2,965.02","2,977.21","2,890.42","197.07K","-0.59%"
"12/23/2025","2,964.85","3,009.48","3,035.28","2,902.68","386.51K","-1.42%"
"12/22/2025","3,007.61","3,002.02","3,073.16","2,965.28","298.38K","0.19%"
"12/21/2025","3,001.78","2,977.79","3,011.46","2,944.74","162.24K","0.80%"
"12/20/2025","2,977.93","2,979.58","2,994.23","2,968.43","91.79K","-0.05%"
"12/19/2025","2,979.50","2,829.20","3,014.83","2,812.21","531.70K","5.34%"
"12/18/2025","2,828.57","2,833.07","2,996.42","2,778.73","595.25K","-0.17%"
"12/17/2025","2,833.28","2,960.49","3,027.29","2,792.20","497.63K","-4.36%"
"12/16/2025","2,962.29","2,962.82","2,977.59","2,884.76","378.29K","-0.09%"
"12/15/2025","2,964.85","3,063.46","3,175.66","2,901.72","520.52K","-3.19%"
"12/14/2025","3,062.48","3,114.64","3,128.37","3,032.39","279.05K","-1.67%"
"12/13/2025","3,114.63","3,085.59","3,135.17","3,078.87","136.47K","0.97%"
"12/12/2025","3,084.86","3,235.51","3,265.00","3,047.30","435.69K","-4.70%"
"12/11/2025","3,236.86","3,323.37","3,327.16","3,148.88","504.15K","-2.63%"
"12/10/2025","3,324.13","3,317.31","3,444.01","3,288.74","539.64K","0.17%"
"12/09/2025","3,318.46","3,122.47","3,396.21","3,090.80","603.78K","6.22%"
"12/08/2025","3,124.16","3,056.81","3,179.31","3,041.55","452.92K","2.11%"
"12/07/2025","3,059.56","3,036.77","3,148.40","2,931.20","391.03K","0.71%"
"12/06/2025","3,038.07","3,021.79","3,067.90","3,012.59","159.72K","0.54%"
"12/05/2025","3,021.77","3,133.41","3,191.69","2,986.88","530.39K","-3.55%"
"12/04/2025","3,133.01","3,187.91","3,238.88","3,069.58","486.77K","-1.75%"
"12/03/2025","3,188.78","2,994.71","3,210.55","2,986.62","553.42K","6.43%"
"12/02/2025","2,996.07","2,798.86","3,032.14","2,782.26","523.75K","6.97%"
"12/01/2025","2,800.89","2,990.52","2,996.67","2,719.73","850.03K","-6.38%"
"11/30/2025","2,991.74","2,989.45","3,051.77","2,976.83","182.71K","0.09%"
"11/29/2025","2,989.16","3,031.15","3,051.07","2,964.76","217.91K","-1.38%"
"11/28/2025","3,031.14","3,015.23","3,094.44","2,994.90","346.62K","0.51%"
"11/27/2025","3,015.74","3,026.56","3,070.87","2,986.95","275.19K","-0.37%"
"11/26/2025","3,026.95","2,959.36","3,043.79","2,890.00","364.54K","2.26%"
"11/25/2025","2,960.09","2,953.38","2,979.00","2,857.32","427.69K","0.23%"
"11/24/2025","2,953.37","2,802.16","2,984.09","2,764.01","715.33K","5.40%"
"11/23/2025","2,801.98","2,770.12","2,858.12","2,768.33","409.75K","1.14%"
"11/22/2025","2,770.39","2,765.85","2,799.00","2,705.76","264.70K","0.13%"
"11/21/2025","2,766.73","2,834.22","2,885.42","2,630.60","1.18M","-2.34%"
"11/20/2025","2,832.96","3,025.48","3,062.08","2,792.24","912.43K","-6.37%"
"11/19/2025","3,025.66","3,123.66","3,124.95","2,874.12","737.92K","-3.14%"
"11/18/2025","3,123.66","3,031.44","3,169.68","2,953.46","766.72K","3.09%"
"11/17/2025","3,030.11","3,094.22","3,220.65","2,959.52","762.44K","-2.13%"
"11/16/2025","3,095.93","3,167.88","3,248.26","3,018.97","570.62K","-2.27%"
"11/15/2025","3,167.99","3,112.40","3,230.00","3,111.21","338.60K","1.77%"
"11/14/2025","3,112.99","3,231.54","3,255.92","3,070.01","890.40K","-3.71%"
"11/13/2025","3,232.85","3,414.92","3,565.08","3,156.01","952.05K","-5.29%"
"11/12/2025","3,413.53","3,417.76","3,587.31","3,372.51","553.08K","-0.12%"
"11/11/2025","3,417.51","3,568.61","3,645.00","3,405.98","660.25K","-4.21%"
"11/10/2025","3,567.83","3,583.46","3,657.57","3,507.48","595.26K","-0.46%"
"11/09/2025","3,584.17","3,401.63","3,616.94","3,359.20","464.12K","5.37%"
"11/08/2025","3,401.43","3,436.04","3,478.24","3,356.83","291.53K","-1.00%"
"11/07/2025","3,435.88","3,313.78","3,472.34","3,197.33","683.42K","3.66%"
"11/06/2025","3,314.49","3,423.30","3,454.76","3,247.44","566.38K","-3.22%"
"11/05/2025","3,424.76","3,287.19","3,479.31","3,168.91","809.88K","4.12%"
"11/04/2025","3,289.16","3,603.83","3,653.45","3,059.47","1.57M","-8.72%"
"11/03/2025","3,603.49","3,906.58","3,913.91","3,561.35","877.22K","-7.80%"
"11/02/2025","3,908.29","3,873.78","3,915.98","3,841.23","215.99K","0.87%"
"11/01/2025","3,874.75","3,847.99","3,903.84","3,833.33","153.05K","0.70%"
"10/31/2025","3,847.99","3,805.09","3,900.78","3,796.37","478.65K","1.18%"
"10/30/2025","3,802.93","3,902.86","3,948.73","3,680.67","531.47K","-2.55%"
"10/29/2025","3,902.64","3,979.20","4,036.05","3,846.43","486.40K","-1.93%"
"10/28/2025","3,979.37","4,118.29","4,175.23","3,944.02","473.07K","-3.44%"
"10/27/2025","4,120.97","4,158.46","4,251.51","4,098.47","487.16K","-0.90%"
"10/26/2025","4,158.40","3,953.82","4,177.46","3,922.23","344.55K","5.17%"
"10/25/2025","3,954.09","3,934.88","3,968.54","3,914.26","138.60K","0.49%"
"10/24/2025","3,934.77","3,856.80","4,013.61","3,847.05","425.87K","2.02%"
"10/23/2025","3,856.80","3,805.97","3,929.04","3,797.62","477.24K","1.36%"
"10/22/2025","3,805.13","3,873.05","3,888.49","3,716.47","593.37K","-1.79%"
"10/21/2025","3,874.29","3,978.54","4,109.79","3,842.84","590.42K","-2.64%"
"10/20/2025","3,979.40","3,982.58","4,084.01","3,909.35","511.39K","-0.08%"
"10/19/2025","3,982.41","3,889.21","4,028.09","3,843.98","408.54K","2.41%"
"10/18/2025","3,888.86","3,832.24","3,927.41","3,821.15","250.70K","1.49%"
"10/17/2025","3,831.58","3,894.34","3,950.32","3,679.89","830.13K","-1.62%"
"10/16/2025","3,894.51","3,986.67","4,082.04","3,826.04","643.80K","-2.29%"
"10/15/2025","3,985.61","4,123.77","4,209.81","3,934.22","626.25K","-3.32%"
"10/14/2025","4,122.34","4,242.12","4,259.54","3,892.77","962.83K","-2.79%"
"10/13/2025","4,240.83","4,151.82","4,286.99","4,049.65","622.81K","2.10%"
"10/12/2025","4,153.67","3,747.49","4,189.33","3,695.34","811.21K","10.89%"
"10/11/2025","3,745.62","3,828.19","3,876.51","3,649.51","790.27K","-2.18%"
"10/10/2025","3,828.98","4,368.94","4,393.63","3,471.22","1.49M","-12.34%"
"10/09/2025","4,368.09","4,527.52","4,531.19","4,270.25","516.04K","-3.48%"
"10/08/2025","4,525.72","4,448.00","4,557.00","4,413.51","399.85K","1.75%"
"10/07/2025","4,447.71","4,684.02","4,752.57","4,433.18","640.81K","-5.09%"
"10/06/2025","4,686.46","4,513.91","4,733.82","4,489.76","456.01K","3.81%"
"10/05/2025","4,514.31","4,487.15","4,615.99","4,470.67","506.64K","0.60%"
"10/04/2025","4,487.46","4,512.36","4,517.28","4,441.69","199.74K","-0.52%"
"10/03/2025","4,511.12","4,484.35","4,588.52","4,428.47","485.64K","0.60%"
"10/02/2025","4,484.21","4,342.52","4,516.09","4,332.86","526.58K","3.23%"
"10/01/2025","4,343.73","4,145.15","4,350.33","4,123.49","506.84K","4.81%"
"09/30/2025","4,144.52","4,215.07","4,234.16","4,093.39","391.15K","-1.68%"
"09/29/2025","4,215.36","4,142.16","4,235.79","4,085.87","380.73K","1.73%"
"09/28/2025","4,143.75","4,019.65","4,143.75","3,966.89","240.31K","3.13%"
"09/27/2025","4,017.97","4,032.24","4,037.41","3,973.59","172.76K","-0.36%"
"09/26/2025","4,032.29","3,874.36","4,066.07","3,869.71","575.77K","4.13%"
"09/25/2025","3,872.49","4,152.81","4,161.03","3,825.02","930.20K","-6.76%"
"09/24/2025","4,153.18","4,164.26","4,205.95","4,081.98","353.66K","-0.27%"
"09/23/2025","4,164.58","4,197.52","4,227.15","4,120.24","315.25K","-0.82%"
"09/22/2025","4,199.09","4,443.85","4,455.00","4,087.78","708.27K","-5.52%"
"09/21/2025","4,444.46","4,480.42","4,498.15","4,443.88","149.32K","-0.80%"
"09/20/2025","4,480.41","4,468.59","4,508.28","4,454.90","130.80K","0.26%"
"09/19/2025","4,468.59","4,588.09","4,620.71","4,440.68","331.66K","-2.59%"
"09/18/2025","4,587.61","4,592.65","4,643.08","4,554.38","290.73K","-0.06%"
"09/17/2025","4,590.54","4,501.82","4,616.52","4,432.93","476.98K","1.98%"
"09/16/2025","4,501.30","4,523.22","4,536.72","4,425.77","293.31K","-0.49%"
"09/15/2025","4,523.41","4,606.00","4,669.81","4,467.43","412.36K","-1.77%"
"09/14/2025","4,604.90","4,667.67","4,691.09","4,579.30","278.20K","-1.33%"
"09/13/2025","4,667.13","4,714.41","4,765.41","4,606.40","394.46K","-0.96%"
"09/12/2025","4,712.16","4,461.29","4,727.27","4,451.33","510.77K","5.68%"
"09/11/2025","4,458.82","4,348.74","4,468.99","4,338.83","441.27K","2.53%"
"09/10/2025","4,348.74","4,309.00","4,450.20","4,285.11","506.63K","0.91%"
"09/09/2025","4,309.67","4,307.24","4,381.87","4,277.27","405.49K","0.08%"
"09/08/2025","4,306.37","4,306.06","4,382.62","4,279.10","372.88K","0.00%"
"09/07/2025","4,306.19","4,274.79","4,334.40","4,271.33","169.65K","0.78%"
"09/06/2025","4,272.72","4,307.02","4,328.05","4,242.86","191.15K","-0.80%"
"09/05/2025","4,306.99","4,296.74","4,487.90","4,259.25","624.17K","0.22%"
"09/04/2025","4,297.67","4,449.43","4,481.64","4,265.65","471.79K","-3.44%"
"09/03/2025","4,450.81","4,326.98","4,489.99","4,283.51","487.14K","2.90%"
"09/02/2025","4,325.28","4,313.15","4,415.86","4,258.80","524.58K","0.25%"
"09/01/2025","4,314.49","4,389.40","4,491.08","4,233.11","513.87K","-1.78%"
"08/31/2025","4,392.80","4,373.60","4,497.77","4,373.03","356.55K","0.44%"
"08/30/2025","4,373.70","4,359.96","4,413.18","4,260.65","340.32K","0.31%"
"08/29/2025","4,360.17","4,508.91","4,513.58","4,268.14","679.07K","-3.35%"
"08/28/2025","4,511.21","4,506.41","4,632.45","4,431.30","485.24K","0.12%"
"08/27/2025","4,505.91","4,598.45","4,662.25","4,487.83","606.53K","-2.06%"
"08/26/2025","4,600.73","4,370.41","4,631.26","4,317.44","835.10K","5.13%"
"08/25/2025","4,376.17","4,780.56","4,796.59","4,337.14","1.04M","-8.45%"
"08/24/2025","4,780.14","4,778.16","4,955.98","4,717.02","780.67K","0.04%"
"08/23/2025","4,778.40","4,830.80","4,830.80","4,663.12","512.46K","-1.09%"
"08/22/2025","4,831.18","4,225.30","4,886.79","4,209.32","1.28M","14.34%"
"08/21/2025","4,225.30","4,335.61","4,339.71","4,206.04","433.84K","-2.56%"
"08/20/2025","4,336.15","4,079.40","4,374.98","4,069.33","728.32K","6.39%"
"08/19/2025","4,075.59","4,309.77","4,353.74","4,067.35","831.33K","-5.52%"
"08/18/2025","4,313.49","4,470.06","4,480.00","4,227.35","823.08K","-3.55%"
"08/17/2025","4,472.33","4,422.00","4,574.40","4,395.52","442.47K","1.13%"
"08/16/2025","4,422.56","4,438.56","4,489.78","4,375.64","358.60K","-0.38%"
"08/15/2025","4,439.48","4,547.08","4,665.77","4,370.01","880.42K","-2.37%"
"08/14/2025","4,547.29","4,747.61","4,787.52","4,457.07","1.27M","-4.24%"
"08/13/2025","4,748.83","4,589.49","4,783.01","4,566.24","925.93K","3.44%"
"08/12/2025","4,590.81","4,221.25","4,633.49","4,220.72","885.28K","8.70%"
"08/11/2025","4,223.21","4,249.40","4,362.17","4,167.96","722.66K","-0.64%"
"08/10/2025","4,250.57","4,262.32","4,330.90","4,163.35","494.84K","-0.24%"
"08/09/2025","4,260.63","4,009.54","4,324.04","4,007.01","691.93K","6.28%"
"08/08/2025","4,008.83","3,912.35","4,067.35","3,880.20","723.29K","2.53%"
"08/07/2025","3,909.92","3,682.32","3,925.09","3,649.81","631.66K","6.15%"
"08/06/2025","3,683.32","3,611.83","3,697.73","3,565.14","365.31K","1.98%"
"08/05/2025","3,611.72","3,720.54","3,720.54","3,548.41","489.08K","-2.94%"
"08/04/2025","3,720.97","3,499.19","3,734.06","3,491.07","463.36K","6.43%"
"08/03/2025","3,496.13","3,393.01","3,521.09","3,357.85","296.35K","3.01%"
"08/02/2025","3,393.92","3,487.70","3,536.94","3,375.00","494.19K","-2.70%"
"08/01/2025","3,488.21","3,697.93","3,723.94","3,433.63","783.90K","-5.68%"
"07/31/2025","3,698.35","3,810.00","3,877.84","3,685.23","516.40K","-2.90%"
"07/30/2025","3,809.00","3,794.26","3,834.00","3,682.00","525.08K","0.40%"
"07/29/2025","3,793.80","3,799.00","3,885.02","3,717.26","584.48K","-0.08%"
"07/28/2025","3,796.91","3,872.19","3,940.94","3,755.35","620.68K","-1.93%"
"07/27/2025","3,871.56","3,741.41","3,878.34","3,732.31","457.34K","3.49%"
"07/26/2025","3,740.94","3,725.03","3,792.06","3,701.30","407.25K","0.43%"
"07/25/2025","3,725.02","3,707.28","3,744.99","3,577.61","764.62K","0.56%"
"07/24/2025","3,704.18","3,628.45","3,770.97","3,509.29","749.36K","2.13%"
"07/23/2025","3,626.77","3,744.63","3,763.58","3,529.36","800.08K","-3.18%"
"07/22/2025","3,745.78","3,762.87","3,798.65","3,620.79","870.13K","-0.42%"
"07/21/2025","3,761.49","3,756.70","3,855.88","3,702.32","812.08K","0.11%"
"07/20/2025","3,757.45","3,593.74","3,818.70","3,579.14","852.34K","4.60%"
"07/19/2025","3,592.05","3,546.93","3,607.68","3,509.99","381.79K","1.31%"
"07/18/2025","3,545.60","3,478.49","3,672.84","3,462.76","1.16M","2.10%"
"07/17/2025","3,472.80","3,372.80","3,520.81","3,315.34","974.19K","2.91%"
"07/16/2025","3,374.50","3,137.89","3,424.00","3,101.16","1.14M","7.51%"
"07/15/2025","3,138.83","3,013.61","3,141.62","2,935.09","863.34K","4.15%"
"07/14/2025","3,013.62","2,972.44","3,081.61","2,963.35","815.55K","1.40%"
"07/13/2025","2,971.92","2,943.33","3,019.36","2,937.67","357.34K","1.00%"
"07/12/2025","2,942.42","2,958.21","2,979.39","2,904.98","348.90K","-0.52%"
"07/11/2025","2,957.85","2,951.40","3,038.89","2,916.51","907.98K","0.22%"
"07/10/2025","2,951.28","2,768.75","2,999.39","2,756.06","950.79K","6.61%"
"07/09/2025","2,768.34","2,615.25","2,792.95","2,590.34","686.17K","5.89%"
"07/08/2025","2,614.47","2,542.29","2,627.15","2,523.98","370.80K","2.84%"
"07/07/2025","2,542.30","2,570.79","2,589.29","2,517.86","315.71K","-1.10%"
"07/06/2025","2,570.55","2,516.41","2,600.69","2,503.63","277.60K","2.15%"
"07/05/2025","2,516.34","2,508.04","2,529.66","2,487.96","157.19K","0.33%"
"07/04/2025","2,508.04","2,591.26","2,601.00","2,474.63","452.72K","-3.20%"
"07/03/2025","2,591.01","2,571.27","2,633.70","2,557.31","504.90K","0.80%"
"07/02/2025","2,570.42","2,405.00","2,618.24","2,382.19","634.89K","6.87%"
"07/01/2025","2,405.22","2,485.46","2,500.00","2,389.61","352.09K","-3.27%"
"06/30/2025","2,486.64","2,500.49","2,522.00","2,435.35","440.43K","-0.56%"
"06/29/2025","2,500.67","2,435.62","2,522.78","2,414.06","284.27K","2.67%"
"06/28/2025","2,435.61","2,423.20","2,447.75","2,406.31","156.02K","0.54%"
"06/27/2025","2,422.64","2,415.32","2,462.87","2,389.02","381.29K","0.28%"
"06/26/2025","2,415.80","2,418.59","2,520.24","2,394.33","463.70K","-0.11%"
"06/25/2025","2,418.49","2,448.52","2,467.11","2,393.46","415.15K","-1.24%"
"06/24/2025","2,448.81","2,413.23","2,479.15","2,377.17","516.64K","1.59%"
"06/23/2025","2,410.40","2,226.21","2,431.37","2,189.67","744.47K","8.20%"
"06/22/2025","2,227.70","2,305.00","2,312.99","2,115.47","840.16K","-2.97%"
"06/21/2025","2,295.95","2,405.19","2,448.10","2,220.01","496.78K","-4.59%"
"06/20/2025","2,406.50","2,521.31","2,568.69","2,377.26","632.03K","-4.55%"
"06/19/2025","2,521.12","2,524.68","2,546.25","2,485.04","252.65K","-0.17%"
"06/18/2025","2,525.38","2,510.87","2,545.62","2,468.26","504.68K","0.63%"
"06/17/2025","2,509.51","2,543.89","2,616.80","2,455.90","716.52K","-1.16%"
"06/16/2025","2,539.00","2,547.69","2,678.87","2,516.91","680.16K","-0.34%"
"06/15/2025","2,547.61","2,531.64","2,557.71","2,493.11","299.71K","0.64%"
"06/14/2025","2,531.39","2,573.15","2,574.15","2,491.20","331.41K","-1.84%"
"06/13/2025","2,578.83","2,642.01","2,643.99","2,447.48","1.20M","-2.45%"
"06/12/2025","2,643.65","2,771.72","2,784.47","2,621.69","699.47K","-4.63%"
"06/11/2025","2,772.08","2,816.41","2,877.99","2,745.81","850.40K","-1.56%"
"06/10/2025","2,815.90","2,679.90","2,825.91","2,657.34","1.14M","5.07%"
"06/09/2025","2,680.14","2,509.29","2,693.53","2,477.82","568.69K","6.79%"
"06/08/2025","2,509.83","2,524.63","2,545.71","2,492.10","266.47K","-0.59%"
"06/07/2025","2,524.64","2,476.10","2,542.00","2,457.00","264.81K","1.99%"
"06/06/2025","2,475.30","2,414.02","2,528.83","2,385.60","578.83K","2.54%"
"06/05/2025","2,414.10","2,607.68","2,640.47","2,393.70","808.94K","-7.41%"
"06/04/2025","2,607.32","2,592.99","2,675.29","2,583.82","502.48K","0.55%"
"06/03/2025","2,593.10","2,607.74","2,651.67","2,580.98","454.40K","-0.53%"
"06/02/2025","2,606.84","2,537.50","2,614.73","2,476.49","469.07K","2.73%"
"06/01/2025","2,537.51","2,528.05","2,546.99","2,471.14","331.75K","0.37%"
"05/31/2025","2,528.05","2,529.79","2,550.14","2,486.17","394.54K","-0.13%"
"05/30/2025","2,531.39","2,631.96","2,648.70","2,509.43","763.05K","-3.79%"
"05/29/2025","2,631.20","2,680.90","2,784.26","2,621.90","811.56K","-1.87%"
"05/28/2025","2,681.31","2,660.31","2,688.69","2,609.20","560.07K","0.77%"
"05/27/2025","2,660.80","2,563.99","2,711.82","2,512.14","798.44K","3.78%"
"05/26/2025","2,563.89","2,550.55","2,596.90","2,529.79","362.97K","0.50%"
"05/25/2025","2,551.23","2,529.41","2,554.00","2,467.82","360.05K","0.87%"
"05/24/2025","2,529.31","2,525.28","2,575.67","2,515.51","257.38K","0.11%"
"05/23/2025","2,526.50","2,664.50","2,732.05","2,503.08","971.43K","-5.19%"
"05/22/2025","2,664.69","2,552.06","2,692.50","2,545.67","852.56K","4.44%"
"05/21/2025","2,551.41","2,524.47","2,614.77","2,453.19","1.10M","1.09%"
"05/20/2025","2,523.84","2,528.29","2,587.39","2,446.21","677.11K","-0.18%"
"05/19/2025","2,528.30","2,499.90","2,543.32","2,352.50","862.05K","1.18%"
"05/18/2025","2,498.89","2,475.71","2,585.11","2,341.52","810.06K","0.96%"
"05/17/2025","2,475.08","2,536.10","2,536.58","2,449.76","494.71K","-2.45%"
